0.002505413 -17.070261 0.6602211 -1.04574
0.016084574 -28.406452 0.3219052 -1.14031
0.027737081 -46.297485 0.5038453 -0.8427997
0.030987075 -49.181927 0.7785847 -1.453407
0.031570733 -52.57697 0.2070966 -1.660385
0.0419285 -43.552517 0.2969312 -1.35501
0.07969656 -24.843576 0.2661922 -0.4013398
0.0761747 -27.413874 0.272952 -6.050549
0.06687794 -34.174194 0.6326155 -1.095036
0.090966254 -30.409168 0.2028762 -1.195785
0.10714451 -38.382675 0.7220518 -0.6631736
0.104711264 -47.362606 1.111826 -0.7498912
0.10727476 -56.588722 0.52912 -1.412116
0.11853901 -33.336773 0.6803391 -0.6042855
0.12459267 -34.874573 0.8975107 -1.371597
0.15946342 -22.063162 0.3338979 -0.2364957
0.16052687 -49.823235 0.3291758 -1.324929
0.15213627 -49.980156 1.020841 -0.7120178
0.17216605 -14.402668 2.059929 -0.8679143
0.17858754 -34.40383 2.957306 -0.8328078
0.180629 -39.372375 0.970823 -0.6492241
0.19268335 -26.5629 0.3972364 0.7812467
0.19253433 -27.383644 1.799033 -0.9808876
0.22328484 -35.916107 0.9563031 -1.236609
0.23279268 -45.261665 0.3508908 -0.454031
0.2548189 -25.084858 0.786163 -0.8458104
0.25911874 -57.80871 0.9544583 -1.285522
0.2758093 -16.994923 4.640283 -0.9213177
0.27706546 -17.695797 1.189701 -0.3731532
0.28380632 -29.674402 0.5490603 -1.186534
0.28921604 -28.917427 0.2505166 -1.868031
0.29817286 -33.493286 0.6154572 -1.043521
0.28982466 -38.094242 0.5269693 -0.0587693
0.33260566 -24.572792 0.401921 -1.940116
0.32071337 -30.303532 0.4610821 -0.4640417
0.35447037 -20.671307 0.8250783 -0.721208
0.36451966 -46.5014 1.522086 -0.8107301
0.39398074 -29.573528 0.3228864 -0.4911034
0.423122 -15.681373 2.013988 -0.751262
0.43411312 -30.961094 2.872479 -0.8401447
0.43355337 -39.511345 0.9588514 -0.9105803
0.455769 -36.945824 0.398333 -2.058985
0.4504617 -38.3425 0.6404526 -1.345089
0.44365793 -45.253056 1.009327 -0.9692849
0.47854635 -30.424 0.5452143 -0.4028355
0.4690699 -31.427021 0.7878501 -1.089473
0.4905792 -31.669424 0.2743951 -0.9356784
0.5088385 -40.25183 0.8275583 -0.8629648
0.48804572 -56.026173 0.3580431 -1.716498
0.52989286 -30.338787 0.6187061 -0.7456434
0.5182006 -39.348923 0.8516495 -1.232255
0.5383416 -21.876762 1.691689 -1.028079
0.5561719 -37.00421 0.282619 -2.058985
0.577949 -25.656673 1.571566 -0.5444064
0.5682991 -28.417423 0.5257703 -1.164505
0.5759954 -33.525467 1.219207 -0.7542789
0.5811504 -47.15634 0.6286792 -1.201569
0.6248884 -32.00811 0.441699 -0.49026
0.6320042 -34.441822 0.418889 -1.800972
0.64878327 -35.150555 0.6230456 0.6438217
0.6736783 -19.885208 0.3490611 -1.755027
0.6862775 -31.952785 0.233567 -0.49026
0.6785417 -50.41114 1.561625 0.1107635
0.6944928 -30.476954 3.085123 -0.6769009
0.7368444 -21.43114 0.4541793 -0.6630068
0.73134154 -26.91091 0.3287248 0.4648349
0.7330327 -44.550426 1.246639 -1.274086
0.7282597 -56.352238 2.131099 0.1731207
0.7621755 -31.309704 0.6841988 -0.8842271
0.7573388 -48.316036 0.4038382 -1.017035
0.7587142 -54.021736 0.3469183 -1.18496
0.7682441 -18.44212 0.4854441 -0.8442808
0.7743515 -33.201057 0.3946578 -0.4326294
0.7934036 -14.679617 3.541773 -0.8759609
0.79372275 -16.258142 1.458385 -0.7083137
0.8085103 -35.943214 6.794473 -1.186236
0.80576557 -52.69578 0.3654575 -1.932704
0.7962877 -54.74634 3.738337 -0.7257194
0.81963015 -15.508721 1.382089 -0.6803592
0.81825167 -45.304672 0.3555844 -0.5062151
0.83691204 -48.85476 0.9707161 -1.262759
0.84462553 -17.457428 10.63222 -0.6387591
0.8376583 -27.43713 1.369506 -0.4817228
0.86650497 -15.791067 1.976845 -0.7374459
0.8795106 -17.110485 0.465262 -0.8706051
0.8673863 -22.962765 0.7115354 -0.7575553
0.8871736 -48.218388 0.7521406 -0.8810069
0.8899192 -15.281678 1.697466 -1.232516
0.8999894 -19.420786 0.4007798 -1.609495
0.91126686 -22.153374 0.7561736 -1.268335
0.92978305 -17.678152 3.348788 -1.107888
0.93601453 -21.560007 0.2571992 -1.062412
0.9373712 -56.867542 0.6870267 -1.332225
0.95283455 -23.49782 3.239039 -0.5982651
0.9376465 -27.393398 0.224009 -0.4817228
0.9444888 -41.236332 0.837552 -1.051036
0.97664297 -14.380893 1.19474 -0.7134927
0.96307045 -25.349264 1.370788 -0.8335088
0.9820593 -31.000462 4.781323 -0.7351132
0.97147506 -38.44806 0.7835312 -9.21E-05
0.96753836 -47.806736 0.3106214 -0.4949298
1.0046406 -26.624329 0.8788669 -0.8362085
0.9985486 -27.105917 0.3680706 0.9570392
1.0051751 -37.089676 0.4620515 -1.209545
0.99382526 -40.54437 0.7840095 -0.3874976
1.0155634 -15.294906 0.931634 -1.232516
1.0133501 -23.111223 3.426562 -0.6645884
1.0297005 -25.065746 0.9125464 -0.9647134
1.0320207 -29.67278 0.3914653 -1.19281
1.0323458 -43.751358 0.8524623 -0.8276717
1.0334016 -50.919678 0.3001542 1.744205
1.0344877 -51.216675 0.3940722 -0.5733403
1.0478238 -33.03015 0.9188755 -0.8502377
1.0524106 -34.523006 1.790735 -1.198198
1.0568577 -46.524628 0.3449912 -1.055087
1.0745444 -22.216879 1.44763 -0.9857463
1.070012 -52.91032 3.598836 -0.6286515
1.0859578 -55.780518 2.593354 -0.835768
1.0898907 -28.674803 0.8401591 -0.5443771
1.1065265 -30.955296 0.365331 -3.587262
1.1213684 -31.132761 0.7345465 0.3664821
1.1389189 -41.72964 1.737229 -0.8531472
1.1481857 -47.60341 0.467799 -0.160123
1.1458354 -48.269157 0.3531323 -1.024855
